Category,City,Country,Customer Name,Manufacturer,Order Date,Order ID,Postal Code,Product Name,Region,Segment,Ship Date,Ship Mode,State,Sub-Category,Discount,Number of Records,Profit,Quantity,Sales
Technology,Lowell,United States,KuNSt MiLler,GE,12/2/2016,CA-2014-167395,1852,GE 30524EE4,East,Consumer,12/7/2016,First Class,Massachusetts,Phones,0%,1,284,5,980
Office Supplies,Tampa,United States,trUdy glocKE66,Binney & Smith,abc,CA-2011-130428,33614,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",South,Consumer,xyz,Same Day,Florida,Art,20%,1,8.40E+129,2,0
Office Supplies,San Diego,United States,,Other,9/26/2014,CA-2012-122371,92037,"Sortfiler Multipurpose Personal File Organizer, Black",West,Home Office,9/29/2014,Standard Class,California,Storage,0%,1,19,3,64
Office Supplies,Miami,United States,chRiStinE Phan,GBC,11/7/2014,CA-2012-105571,33142,GBC DocuBind TL300 Electric Binding System,South,Corporate,11/9/2014,Standard Class,Florida,Binders,70%,1,-1032,5,1345
Furniture,Chicago,United States,lAUREl ELLIstOn,Other,5/21/2016,US-2014-150595,60653,High-Back Leather Manager's Chair,Central,Consumer,5/26/2016,Standard Class,Illinois,Chairs,30%,1,-55,2,182
Furniture,Cranston,United States,AnNE MCFaRLANd!,Hon,10/31/2013,CA-2011-145387,2920,Hon Pagoda Stacking Chairs,East,Consumer,11/2/2013,Second Class,Rhode Island,Chairs,0%,1,481,5,1605
Furniture,San Diego,United States,CHARLES crESTAnI,Nu-Dell,7/20/2013,CA-2011-141726,92105,Nu-Dell Leatherette Frames,West,Consumer,7/22/2013,First Class,California,Furnishings,0%,1,15,3,43
Technology,Houston,United States,eriC hoFfMANN,Other,,US-2013-110156,77041,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,Central,Consumer,,Standard Class,Texas,Phones,20%,1,,5,
Office Supplies,Houston,United States,hArrY GReene22,Easy-staple paper,3/20/2016,CA-2014-122763,77041,Easy-staple paper,Central,Consumer,12/31/2023,Same Day,Texas,Paper,20%,1,-19,2,0
Furniture,Philadelphia,United States,Mark HamIltON,Nu-Dell,7/13/2016,CA-2014-136364,19140,Nu-Dell Executive Frame,East,Consumer,7/18/2016,Second Class,Pennsylvania,Furnishings,20%,1,19,9,91
Technology,San Diego,United States,jEreMY EllisoN,SanDisk,abc,CA-2013-133795,92037,SanDisk Cruzer 64 GB USB Flash Drive,West,Consumer,xyz,Standard Class,California,Accessories,0%,1,8.40E+264,2,
Office Supplies,Aurora,United States,euGene HIlDEBRANd32,Avery,9/20/2015,US-2013-156097,60505,Avery Binding System Hidden Tab Executive Style Index Sets,Central,Home Office,9/23/2015,Same Day,Illinois,Binders,80%,1,-3,2,2
Office Supplies,San Francisco,United States,mIKe kENnEdY90!,Newell,5/3/2016,CA-2014-163209,94122,Newell 350,West,Consumer,5/8/2016,Standard Class,California,Art,0%,1,7,7,23
Office Supplies,Rockford,United States,jeNNIFeR bRAxToN14!,Xerox,12/23/2016,CA-2014-117443,61107,Xerox 1940,Central,Corporate,12/28/2016,Second Class,Illinois,Paper,20%,1,64,4,176
Office Supplies,Seattle,United States,ChrISToPhEr sCHILD,Newell,9/4/2016,CA-2014-107293,98115,Newell 333,West,Home Office,9/8/2016,First Class,Washington,Art,0%,1,1,1,3
Technology,Noblesville,United States,DANiel LACy,AT&T,abc,CA-2012-134747,46060,AT&T 17929 Lendline Telephone,Central,Consumer,xyz,Second Class,Indiana,Phones,0%,1,0,3,inf
Office Supplies,Orlando,United States,,Avery,11/3/2016,CA-2014-100622,32839,Avery Self-Adhesive Photo Pockets for Polaroid Photos,South,Consumer,11/9/2016,Standard Class,Florida,Binders,70%,1,-3,2,4
Office Supplies,Nashville,United States,ThOmAs sEio,Staple holder,6/15/2016,CA-2014-119284,37211,Staple holder,South,Corporate,6/20/2016,Standard Class,Tennessee,Appliances,20%,1,7,8,77
Office Supplies,Houston,United States,roY PHAN,Other,12/2/2016,CA-2014-104108,77095,Manco Dry-Lighter Erasable Highlighter,Central,Corporate,12/6/2016,Standard Class,Texas,Art,20%,1,2,5,12
Office Supplies,Great Falls,United States,eUGeNE MOrEN66,Acco,7/19/2013,CA-2011-168158,59405,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",West,Home Office,7/24/2013,Standard Class,Montana,Binders,20%,1,2,2,6
Technology,Springfield,United States,JoSeph AirDO31,Plantronics,abc,CA-2011-131947,97477,Plantronics Single Ear Headset,West,Consumer,xyz,Standard Class,Oregon,Machines,70%,1,0,5,inf
Office Supplies,New York City,United States,,Newell,9/25/2016,CA-2014-144904,10009,Newell 333,East,Consumer,10/1/2016,Standard Class,New York,Art,0%,1,1,2,6
Office Supplies,Detroit,United States,heLEn WAsSeRman38,Newell,9/27/2014,CA-2012-103072,48205,Newell 321,Central,Corporate,12/31/2023,Second Class,Michigan,Art,0%,1,-5,5,
Furniture,Lafayette,United States,ChrIsTInE sUNDarEsAM,Iceberg,abc,CA-2014-124296,70506,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",South,Consumer,xyz,Standard Class,Louisiana,Chairs,0%,1,,4,inf
Office Supplies,Rock Hill,United States,arTHUR pRicHEP,Advantus,abc,CA-2011-113047,29730,Advantus Map Pennant Flags and Round Head Tacks,South,Consumer,xyz,Same Day,South Carolina,Fasteners,0%,1,0,3,2.26E+265
Office Supplies,Mount Vernon,United States,JeREMy LoNsDaLE!,Other,11/29/2013,CA-2011-103590,10550,Park Ridge Embossed Executive Business Envelopes,East,Consumer,12/31/2023,Standard Class,New York,Envelopes,0%,1,inf,4,0
Technology,Grove City,United States,CLytIE kELTY56,Other,11/13/2016,CA-2014-138611,43123,PureGear Roll-On Screen Protector,East,Consumer,11/17/2016,Second Class,Ohio,Phones,40%,1,16,10,120
Technology,New York City,United States,ScOTT wIlliAmSON4,Other,11/11/2015,CA-2013-127761,10009,BlackBerry Q10,East,Consumer,11/13/2015,Standard Class,New York,Phones,0%,1,220,7,882
Technology,Springfield,United States,niCK ZaNduskY51,Memorex,8/2/2013,US-2011-106299,65807,Memorex Micro Travel Drive 4 GB,Central,Home Office,8/6/2013,Standard Class,Missouri,Accessories,0%,1,9,2,21
Office Supplies,Nashville,United States,tObY RitTer19,Xerox,8/15/2015,CA-2013-119515,37211,Xerox 200,South,Consumer,8/19/2015,First Class,Tennessee,Paper,20%,1,5,3,16
Office Supplies,Greenwood,United States,Adam beLLavanCe39,Ampad,11/5/2016,CA-2014-118213,46142,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",Central,Home Office,11/10/2016,First Class,Indiana,Paper,0%,1,2,1,4
Office Supplies,Philadelphia,United States,ROsS BaIRd!,Xerox,abc,US-2014-110576,19120,Xerox 210,East,Home Office,xyz,Standard Class,Pennsylvania,Paper,20%,1,inf,3,
Furniture,San Francisco,United States,daviD smItH58,Sauder,8/21/2014,CA-2012-130456,94122,Sauder Camden County Collection Library,West,Corporate,8/23/2014,Standard Class,California,Bookcases,15%,1,34,6,586
Office Supplies,San Francisco,United States,CHRiSToPHeR MartINEZ24,GBC,1/4/2016,CA-2014-111738,94110,GBC ProClick 150 Presentation Binding System,West,Consumer,1/5/2016,Standard Class,California,Binders,20%,1,683,8,2022
Technology,Roswell,United States,STEwaRt viSINSKy22,Other,6/2/2013,CA-2011-100895,30076,Mophie Juice Pack Helium for iPhone,South,Consumer,6/7/2013,Standard Class,Georgia,Phones,0%,1,67,3,240
Office Supplies,Los Angeles,United States,SoNIA COOlEy,Newell,9/29/2016,US-2014-141509,90036,Newell 334,West,Consumer,10/2/2016,First Class,California,Art,0%,1,26,5,99
Office Supplies,San Diego,United States,CHRIs SeLeSniCk,Other,11/20/2014,CA-2012-136420,92024,"Performers Binder/Pad Holder, Black",West,Corporate,11/23/2014,First Class,California,Binders,20%,1,34,4,90
Furniture,New York City,United States,JESSiCa MYRiCK42,Luxo,12/25/2015,CA-2013-157259,10035,Luxo Adjustable Task Clamp Lamp,East,Consumer,12/29/2015,Standard Class,New York,Furnishings,0%,1,208,9,800
Technology,La Crosse,United States,sTevE cHAPmaN,Logitech,9/26/2015,US-2013-124163,54601,Logitech Wireless Headset h800,Central,Corporate,9/30/2015,Standard Class,Wisconsin,Accessories,0%,1,175,5,500
Furniture,San Francisco,United States,ANNa ANdreadi,Master Caster,,CA-2013-147137,94109,"Master Caster Door Stop, Brown",West,Consumer,,First Class,California,Furnishings,0%,1,0,5,inf
Furniture,Quincy,United States,teD BuTteRFIElD,SAFCO,8/28/2015,CA-2013-145982,2169,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",East,Consumer,9/2/2015,Second Class,Massachusetts,Tables,30%,1,21,1,245
Office Supplies,Oakland,United States,PaTrICK Ryan,Fellowes,8/21/2016,US-2014-109253,94601,Fellowes Command Center 5-outlet power strip,West,Consumer,12/31/2023,First Class,California,Appliances,0%,1,,3,
Office Supplies,Memphis,United States,RoBERT BArrOso!,Avery,12/18/2014,CA-2012-153038,38109,Avery 507,South,Corporate,12/31/2023,Standard Class,Tennessee,Labels,20%,1,,8,2263800000
Office Supplies,Columbia,United States,DEnniS PARdUE38,Ibico,12/21/2013,CA-2011-134621,38401,Ibico Plastic Spiral Binding Combs,South,Home Office,12/27/2013,Standard Class,Tennessee,Binders,70%,1,-15,2,18
Technology,Salem,United States,zUschUSS CArROlL,Other,3/20/2015,US-2013-156986,97301,i.Sound Portable Power - 8000 mAh,West,Consumer,3/22/2015,Standard Class,Oregon,Phones,20%,1,-20,2,85
Technology,San Francisco,United States,ionIA mcgrATH,Canon,9/5/2015,CA-2013-129630,94122,Canon PC1060 Personal Laser Copier,West,Consumer,9/10/2015,Same Day,California,Copiers,20%,1,945,5,2800
Office Supplies,Los Angeles,United States,lOgaN HAUSHAlTeR,Other,6/19/2014,CA-2012-121965,90032,Cameo Buff Policy Envelopes,West,Consumer,6/23/2014,Standard Class,California,Envelopes,0%,1,88,3,187
Office Supplies,Philadelphia,United States,,Acco,7/8/2015,CA-2013-129308,19120,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",East,Home Office,7/14/2015,Standard Class,Pennsylvania,Binders,70%,1,-5,5,6
Office Supplies,San Diego,United States,DEBORAh brUmFiElD!,Message Book,2/4/2013,CA-2011-107181,92024,"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",West,Home Office,2/8/2013,Standard Class,California,Paper,0%,1,16,4,34
Office Supplies,San Francisco,United States,JUSTIn macKendRicK,Other,,CA-2012-145485,94109,Hanging Personal Folder File,West,Consumer,,Same Day,California,Storage,0%,1,0,4,0
Office Supplies,Seattle,United States,BEth tHOmPSon8,Acco,9/5/2014,CA-2012-138002,98103,Acco Hanging Data Binders,West,Home Office,12/31/2023,Standard Class,Washington,Binders,20%,1,0,2,0
Furniture,San Francisco,United States,Naresj PatEl,SAFCO,7/22/2013,CA-2011-117464,94122,Safco Drafting Table,West,Consumer,7/24/2013,Second Class,California,Tables,20%,1,19,3,170
Office Supplies,Newark,United States,bRoSiNa HOfFMAN!,Xerox,3/4/2015,CA-2013-112123,19711,Xerox 194,East,Consumer,3/9/2015,Standard Class,Delaware,Paper,0%,1,80,3,166
Office Supplies,New York City,United States,ALEX avILA,Easy-staple paper,9/15/2013,CA-2011-138100,10011,Easy-staple paper,East,Consumer,9/18/2013,Standard Class,New York,Paper,0%,1,7,3,15
Office Supplies,Los Angeles,United States,,Xerox,3/29/2015,CA-2013-131380,90032,Xerox 1983,West,Consumer,4/1/2015,Second Class,California,Paper,0%,1,3,1,6
Technology,New York City,United States,tRuDy bROwN63,Imation,5/25/2016,CA-2014-120138,10009,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,East,Consumer,5/29/2016,Same Day,New York,Accessories,0%,1,13,8,120
Furniture,Columbia,United States,PatrICk O'dOnneLL,Novimex,5/27/2016,CA-2014-140088,29203,Novimex Swivel Fabric Task Chair,South,Consumer,6/3/2016,Second Class,South Carolina,Chairs,0%,1,33,2,302
Technology,Springfield,United States,tRoy BlackWelL33!,Clearsounds,3/30/2015,CA-2013-127236,45503,Clearsounds A400,East,Consumer,4/3/2015,Standard Class,Ohio,Phones,40%,1,-37,4,158
Technology,Akron,United States,kArL braUn!,Other,abc,US-2012-147662,44312,Google Nexus 5,East,Consumer,xyz,Standard Class,Ohio,Phones,40%,1,,3,
Office Supplies,Jacksonville,United States,cAri scHnelliNg!,Things To Do,6/2/2016,CA-2014-158883,28540,Things To Do Today Spiral Book,South,Consumer,6/5/2016,Same Day,North Carolina,Paper,20%,1,9,4,25
Office Supplies,Chester,United States,jesuS OCAmpO50,Avery,5/14/2014,CA-2012-119291,19013,Avery 490,East,Home Office,5/18/2014,First Class,Pennsylvania,Labels,20%,1,18,4,47
Office Supplies,Philadelphia,United States,,Xerox,6/7/2014,CA-2012-157343,19143,Xerox 200,East,Home Office,6/9/2014,Standard Class,Pennsylvania,Paper,20%,1,9,5,26
Furniture,Hialeah,United States,SampLE cOmpaNY a63!,O'Sullivan,11/25/2015,CA-2013-123533,33012,O'Sullivan Cherrywood Estates Traditional Bookcase,South,Home Office,11/29/2015,Standard Class,Florida,Bookcases,20%,1,8,5,340
Furniture,Newark,United States,BRIAn THOMPsoN!,Other,11/20/2016,US-2014-161193,43055,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",East,Consumer,11/21/2016,Standard Class,Ohio,Furnishings,20%,1,28,5,78
Technology,Detroit,United States,Lisa DECHeRNEy,Other,11/12/2015,CA-2013-139878,48234,Digium D40 VoIP phone,Central,Consumer,11/18/2015,Standard Class,Michigan,Phones,0%,1,75,2,258
Office Supplies,Laguna Niguel,United States,bECKY cASTeLL,Xerox,9/16/2015,US-2013-134369,92677,Xerox 1966,West,Home Office,9/21/2015,Standard Class,California,Paper,0%,1,6,2,13
Office Supplies,Seattle,United States,marK VaN HuFf,Rogers,3/26/2014,CA-2012-132948,98115,Rogers Profile Extra Capacity Storage Tub,West,Consumer,3/28/2014,Standard Class,Washington,Storage,0%,1,3,5,84
Furniture,New York City,United States,aNNIe ZyPErN19,Iceberg,abc,CA-2011-148586,10009,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",East,Consumer,xyz,Standard Class,New York,Chairs,10%,1,-65,7,0
Office Supplies,Detroit,United States,AnDREw AlleN7,Xerox,8/27/2015,CA-2013-114601,48234,Xerox 1950,Central,Consumer,9/1/2015,Standard Class,Michigan,Paper,0%,1,6,2,12
Technology,New York City,United States,LOgAn cUrrIe9!,WD My Passport,9/22/2016,CA-2014-162789,10035,WD My Passport Ultra 2TB Portable External Hard Drive,East,Consumer,9/27/2016,Second Class,New York,Accessories,0%,1,171,9,1071
Office Supplies,San Diego,United States,mIchAEL keNNEDY!,GBC,8/13/2016,CA-2014-100580,92037,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",West,Corporate,8/13/2016,Standard Class,California,Binders,20%,1,12,3,36
Furniture,Allentown,United States,cAROliNe jUmPEr,Master Caster,abc,CA-2013-122392,18103,"Master Caster Door Stop, Large Neon Orange",East,Consumer,xyz,Standard Class,Pennsylvania,Furnishings,20%,1,8.40E+67,2,0
Office Supplies,San Francisco,United States,lena CaCiopPO,Ibico,5/3/2014,CA-2012-150770,94109,Ibico Recycled Linen-Style Covers,West,Consumer,5/7/2014,First Class,California,Binders,20%,1,22,2,62
Technology,Philadelphia,United States,jUSTIN HiRsh,Clearsounds,4/6/2015,CA-2013-161907,19140,Clearsounds A400,East,Consumer,4/9/2015,Standard Class,Pennsylvania,Phones,40%,1,-28,3,119
Office Supplies,Port Arthur,United States,mEg TilLmAN!,Xerox,12/28/2015,CA-2013-162726,77642,Xerox 214,Central,Consumer,12/31/2015,Standard Class,Texas,Paper,20%,1,4,2,10
Office Supplies,San Francisco,United States,ChARleS SHeldoN!,Hoover,5/12/2016,CA-2014-117632,94122,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,West,Corporate,5/19/2016,Standard Class,California,Appliances,0%,1,2,1,8
Office Supplies,Chicago,United States,rOsS dEvIncentis,Xerox,2/4/2016,CA-2014-127474,60610,Xerox 189,Central,Home Office,12/31/2023,Second Class,Illinois,Paper,20%,1,-147,5,0
Furniture,Laredo,United States,HeleN aNdREAda,Tenex,10/14/2015,CA-2013-154018,78041,"Tenex ""The Solids"" Textured Chair Mats",Central,Consumer,10/20/2015,Standard Class,Texas,Furnishings,60%,1,-150,5,140
Office Supplies,Broomfield,United States,jOe elIjAH,Other,,CA-2013-112109,80020,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",West,Consumer,,Standard Class,Colorado,Storage,20%,1,inf,7,2.26E+305
Office Supplies,Plantation,United States,aNna HäBeRLin,Wilson Jones,abc,CA-2012-113628,33317,Wilson Jones Leather-Like Binders with DublLock Round Rings,South,Corporate,xyz,Standard Class,Florida,Binders,70%,1,-4,2,0
Office Supplies,Commerce City,United States,Ryan aKiN!,Carina,6/17/2016,CA-2014-146346,80022,Carina Media Storage Towers in Natural & Black,West,Consumer,6/20/2016,First Class,Colorado,Storage,20%,1,-33,3,146
Office Supplies,Springfield,United States,ryAN cROWE,Other,12/6/2013,US-2011-112872,97477,File Shuttle I and Handi-File,West,Consumer,12/7/2013,Second Class,Oregon,Storage,20%,1,5,3,53
Office Supplies,Tyler,United States,caRoL dARLeY,Ibico,3/18/2016,US-2014-119438,75701,Ibico Hi-Tech Manual Binding System,Central,Consumer,3/23/2016,Standard Class,Texas,Binders,80%,1,-320,3,183
Office Supplies,New York City,United States,kElLy ANDrEaDa10,Other,11/24/2016,CA-2014-168641,10035,Ames Color-File Green Diamond Border X-ray Mailers,East,Consumer,11/26/2016,Standard Class,New York,Envelopes,0%,1,79,2,168
Office Supplies,Ann Arbor,United States,STePHAnIE uLPrIGhT22,Other,12/5/2014,CA-2012-134943,48104,Surelock Post Binders,Central,Home Office,12/9/2014,First Class,Michigan,Binders,0%,1,76,5,153
Office Supplies,Roseville,United States,lENA crEIgHTON,Sanford,10/14/2015,CA-2013-145583,95661,"Sanford Colorific Colored Pencils, 12/Box",West,Consumer,10/20/2015,Standard Class,California,Art,0%,1,3,4,12
Office Supplies,Huntsville,United States,JANET maRTIn,Fellowes,,CA-2014-151750,77340,Fellowes Superior 10 Outlet Split Surge Protector,Central,Consumer,,Standard Class,Texas,Appliances,80%,1,840000,2,0
Furniture,Camarillo,United States,ClAuDiA BerGmaNN,Global,5/14/2014,CA-2012-100146,93010,"Global Leather and Oak Executive Chair, Black",West,Corporate,5/19/2014,Standard Class,California,Chairs,20%,1,81,3,722
Office Supplies,San Francisco,United States,PETe Kriz!,Acco,9/4/2016,CA-2014-116680,94122,Acco Suede Grain Vinyl Round Ring Binder,West,Consumer,12/31/2023,Second Class,California,Binders,20%,1,,6,0
Office Supplies,Columbus,United States,SaPHHIRa ShIFLeY66,Xerox,9/18/2016,CA-2014-164756,31907,Xerox 1997,South,Corporate,9/22/2016,Standard Class,Georgia,Paper,0%,1,12,4,26
Furniture,Franklin,United States,eva JacObS,Executive Impressions,12/2/2015,CA-2013-142594,2038,"Executive Impressions 14""",East,Consumer,12/4/2015,Second Class,Massachusetts,Furnishings,0%,1,49,5,111
Furniture,Knoxville,United States,dEAN PErcER58!,Eldon,abc,US-2014-162558,37918,"Eldon Expressions Wood Desk Accessories, Oak",South,Home Office,xyz,First Class,Tennessee,Furnishings,20%,1,8.40E+288,2,0
Technology,Detroit,United States,tHeOnE PippENger!,Logitech,abc,CA-2014-120376,48227,Logitech Gaming G510s - Keyboard,Central,Consumer,xyz,First Class,Michigan,Accessories,0%,1,-31,1,
Office Supplies,Saint Petersburg,United States,AnDrEw gjertsen13,Newell,6/8/2014,CA-2012-162201,33710,Newell 344,South,Corporate,6/12/2014,Standard Class,Florida,Art,20%,1,0,2,4
Technology,Columbus,United States,JohN LEe,Samsung,7/14/2016,US-2014-161935,43229,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),East,Consumer,12/31/2023,Standard Class,Ohio,Phones,40%,1,0,9,0
Furniture,Columbus,United States,jULIE prEsCOTt,Executive Impressions,3/12/2015,CA-2013-146171,31907,"Executive Impressions 13"" Clairmont Wall Clock",South,Home Office,3/14/2015,Standard Class,Georgia,Furnishings,0%,1,32,4,77
Furniture,San Francisco,United States,dEbRA cATini,O'Sullivan,,CA-2014-104003,94110,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,West,Consumer,,Standard Class,California,Bookcases,15%,1,-14,2,0
Office Supplies,Chicago,United States,Rick bENSLEY,Avery,8/29/2015,CA-2013-158568,60610,Avery Personal Creations Heavyweight Cards,Central,Home Office,9/1/2015,Standard Class,Illinois,Paper,20%,1,23,7,65
Technology,Chicago,United States,SPeros goRANItIs,RCA,12/19/2013,CA-2011-169446,60623,RCA ViSYS 25425RE1 Corded phone,Central,Consumer,12/31/2023,Standard Class,Illinois,Phones,20%,1,inf,3,0
