Category,City,Country,Customer Name,Manufacturer,Order Date,Order ID,Postal Code,Product Name,Region,Segment,Ship Date,Ship Mode,State,Sub-Category,Discount,Number of Records,Profit,Quantity,Sales,Profit Margin
Office Supplies,Houston,United States,Greg Tran,Xerox,2016-05-14,CA-2014-161774,77041.0,Xerox 1936,Central,Consumer,2016-05-15,First Class,Texas,Paper,0.2,1.0,16.0,3.0,48.0,0.33
Technology,Houston,United States,Greg Tran,Other,2016-05-14,CA-2014-161774,77041.0,PayAnywhere Card Reader,Central,Consumer,2016-05-15,First Class,Texas,Phones,0.2,1.0,1.0,1.0,8.0,0.12
Office Supplies,Baltimore,United States,Unknown Customer,Other,2016-05-14,US-2014-133361,21215.0,"OIC #2 Pencils, Medium Soft",East,Corporate,2016-05-15,First Class,Maryland,Art,0.0,1.0,1.0,2.0,4.0,0.25
Office Supplies,Baltimore,United States,Anthony Jacobs,Prang,2016-05-14,US-2014-133361,21215.0,Prang Colored Pencils,East,Corporate,2016-05-15,First Class,Maryland,Art,0.0,1.0,7.0,5.0,15.0,0.47
Technology,Baltimore,United States,Anthony Jacobs,Belkin,2016-05-14,US-2014-133361,21215.0,Belkin F8E887 USB Wired Ergonomic Keyboard,East,Corporate,2016-05-17,First Class,Maryland,Accessories,0.0,1.0,19.0,3.0,90.0,0.21
Furniture,Baltimore,United States,Anthony Jacobs,Office Star,2016-05-14,US-2014-133361,21215.0,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",East,Corporate,2016-05-17,First Class,Maryland,Chairs,0.0,1.0,24.0,2.0,262.0,0.09
Office Supplies,Baltimore,United States,Anthony Jacobs,Avery,2016-05-14,US-2014-133361,21215.0,Avery 505,East,Corporate,2016-05-17,First Class,Maryland,Labels,0.0,1.0,37.0,5.0,74.0,0.5
Office Supplies,Cleveland,United States,Darren Powers,Other,2016-05-14,US-2014-154872,44105.0,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",East,Consumer,2016-05-17,Standard Class,Ohio,Binders,0.7,1.0,-47.0,5.0,58.0,-0.81
Office Supplies,Cleveland,United States,Darren Powers,Avery,2016-05-14,US-2014-154872,44105.0,Avery 502,East,Consumer,2016-05-17,Standard Class,Ohio,Labels,0.2,1.0,2.0,2.0,5.0,0.4
Office Supplies,Cleveland,United States,Darren Powers,Xerox,2016-05-14,US-2014-154872,44105.0,Xerox 19,East,Consumer,2016-05-18,Standard Class,Ohio,Paper,0.2,1.0,8.0,1.0,25.0,0.32
Technology,Phoenix,United States,Joseph Airdo,Logitech,2016-05-14,CA-2014-102414,85023.0,"Logitech B530 USB Headset - headset - Full size, Binaural",West,Consumer,2016-05-18,Second Class,Arizona,Phones,0.2,1.0,3.0,1.0,30.0,0.1
Office Supplies,Phoenix,United States,Joseph Airdo,Avery,2016-05-15,CA-2014-102414,85023.0,Avery Durable Slant Ring Binders,West,Consumer,2016-05-18,Second Class,Arizona,Binders,0.7,1.0,-3.0,2.0,5.0,-0.6
Office Supplies,Phoenix,United States,Joseph Airdo,Universal,2016-05-15,CA-2014-102414,85023.0,"Universal Ultra Bright White Copier/Laser Paper, 8 1/2"" x 11"", Ream",West,Consumer,2016-05-18,Second Class,Arizona,Paper,0.2,1.0,6.0,3.0,16.0,0.38
Furniture,Seattle,United States,Jason Fortune,SAFCO,2016-05-15,US-2014-110604,98103.0,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,West,Consumer,2016-05-18,Standard Class,Washington,Chairs,0.2,1.0,4.0,2.0,43.0,0.09
Furniture,Seattle,United States,Jason Fortune,SAFCO,2016-05-15,US-2014-110604,98103.0,SAFCO Arco Folding Chair,West,Consumer,2016-05-20,Standard Class,Washington,Chairs,0.2,1.0,25.0,1.0,221.0,0.11
Office Supplies,Chicago,United States,Joy Daniels,Xerox,2016-05-15,US-2014-152569,60653.0,Xerox 1880,Central,Consumer,2016-05-20,Standard Class,Illinois,Paper,0.2,1.0,19.0,2.0,57.0,0.33
Technology,Chicago,United States,Joy Daniels,Other,2016-05-15,US-2014-152569,60653.0,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,Central,Consumer,2016-05-20,Standard Class,Illinois,Phones,0.2,1.0,3.0,2.0,11.0,0.27
Office Supplies,Akron,United States,John Murray,SAFCO,2016-05-15,CA-2014-166576,44312.0,"SAFCO Commercial Wire Shelving, Black",East,Consumer,2016-05-20,First Class,Ohio,Storage,0.2,1.0,-55.0,2.0,221.0,-0.25
Technology,Philadelphia,United States,Unknown Customer,KeyTronic,2016-05-16,CA-2014-112865,19140.0,KeyTronic KT800P2 - Keyboard - Black,East,Consumer,2016-05-20,Standard Class,Pennsylvania,Accessories,0.2,1.0,-1.0,3.0,36.0,-0.03
Furniture,New York City,United States,Toby Swindell,Master Caster,2016-05-18,CA-2014-117863,10024.0,"Master Caster Door Stop, Large Neon Orange",East,Consumer,2016-05-18,Standard Class,New York,Furnishings,0.0,1.0,6.0,2.0,15.0,0.4
Office Supplies,Mcallen,United States,Susan Gilcrest,Acco,2016-05-18,CA-2014-112536,78501.0,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",Central,Corporate,2016-05-23,Standard Class,Texas,Binders,0.8,1.0,-11.0,7.0,7.0,-1.57
Office Supplies,Mcallen,United States,Susan Gilcrest,Avery,2016-05-18,CA-2014-112536,78501.0,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",Central,Corporate,2016-05-23,Standard Class,Texas,Binders,0.8,1.0,-3.0,1.0,2.0,-1.5
Office Supplies,Mcallen,United States,Unknown Customer,Other,2016-05-18,CA-2014-112536,78501.0,Plastic Stacking Crates & Casters,Central,Corporate,2016-05-23,Standard Class,Texas,Storage,0.2,1.0,1.0,2.0,9.0,0.11
Technology,Sandy Springs,United States,Todd Boyes,Other,2016-05-18,CA-2014-159464,30328.0,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,South,Corporate,2016-05-19,First Class,Georgia,Phones,0.0,1.0,16.0,5.0,35.0,0.46
Office Supplies,Sandy Springs,United States,Todd Boyes,Poly,2016-05-18,CA-2014-159464,30328.0,Poly Designer Cover & Back,South,Corporate,2016-05-19,First Class,Georgia,Binders,0.0,1.0,55.0,6.0,114.0,0.48
Technology,Sandy Springs,United States,Unknown Customer,Apple,2016-05-18,CA-2014-159464,30328.0,Apple EarPods with Remote and Mic,South,Corporate,2016-05-19,First Class,Georgia,Phones,0.0,1.0,16.0,2.0,56.0,0.29
Technology,Portland,United States,Adrian Barton,Other,2016-05-18,CA-2014-121643,97206.0,Aastra 6757i CT Wireless VoIP phone,West,Consumer,2016-05-19,First Class,Oregon,Phones,0.2,1.0,39.0,2.0,345.0,0.11
Office Supplies,Springfield,United States,Paul Prost,Avanti,2016-05-18,CA-2014-117401,65807.0,Avanti 1.7 Cu. Ft. Refrigerator,Central,Home Office,2016-05-19,Second Class,Missouri,Appliances,0.0,1.0,198.0,7.0,707.0,0.28
Technology,Springfield,United States,Paul Prost,Motorola,2016-05-18,CA-2014-117401,65807.0,Motorola HK250 Universal Bluetooth Headset,Central,Home Office,2016-05-20,Second Class,Missouri,Phones,0.0,1.0,2.0,5.0,115.0,0.02
Office Supplies,Springfield,United States,Paul Prost,Universal,2016-05-18,CA-2014-117401,65807.0,"Universal Recycled Hanging Pressboard Report Binders, Letter Size",Central,Home Office,2016-05-22,Second Class,Missouri,Binders,0.0,1.0,21.0,7.0,43.0,0.49
Furniture,Chicago,United States,Unknown Customer,Other,2016-05-18,CA-2014-155642,60653.0,Flat Face Poster Frame,Central,Corporate,2016-05-22,Standard Class,Illinois,Furnishings,0.6,1.0,-10.0,3.0,23.0,-0.43
Furniture,Chicago,United States,Brendan Murry,C-Line,2016-05-18,CA-2014-155642,60653.0,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,Central,Corporate,2016-05-22,Standard Class,Illinois,Furnishings,0.6,1.0,-1.0,1.0,2.0,-0.5
Office Supplies,Seattle,United States,Annie Thurman,Belkin,2016-05-18,CA-2014-153787,98115.0,Belkin Premiere Surge Master II 8-outlet surge protector,West,Consumer,2016-05-22,Standard Class,Washington,Appliances,0.0,1.0,28.0,2.0,97.0,0.29
Office Supplies,Mount Vernon,United States,Roland Schwarz,Bionaire,2016-05-19,US-2014-100048,10550.0,Bionaire Personal Warm Mist Humidifier/Vaporizer,East,Corporate,2016-05-22,Standard Class,New York,Appliances,0.0,1.0,110.0,6.0,281.0,0.39
Technology,Mount Vernon,United States,Roland Schwarz,Logitech,2016-05-19,US-2014-100048,10550.0,Logitech Wireless Performance Mouse MX for PC and Mac,East,Corporate,2016-05-24,Standard Class,New York,Accessories,0.0,1.0,114.0,3.0,300.0,0.38
Technology,Atlanta,United States,Shahid Collister,Kingston,2016-05-19,CA-2014-138975,30318.0,Kingston Digital DataTraveler 32GB USB 2.0,South,Consumer,2016-05-24,Standard Class,Georgia,Accessories,0.0,1.0,4.0,4.0,68.0,0.06
Furniture,Atlanta,United States,Shahid Collister,O'Sullivan,2016-05-19,CA-2014-138975,30318.0,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,South,Consumer,2016-05-23,Standard Class,Georgia,Bookcases,0.0,1.0,375.0,9.0,1629.0,0.23
Office Supplies,Atlanta,United States,Shahid Collister,Xerox,2016-05-19,CA-2014-138975,30318.0,Xerox 1945,South,Consumer,2016-05-23,Standard Class,Georgia,Paper,0.0,1.0,141.0,7.0,287.0,0.49
Furniture,San Francisco,United States,Becky Castell,Other,2016-05-19,CA-2014-113530,94109.0,"Situations Contoured Folding Chairs, 4/Set",West,Home Office,2016-05-23,Second Class,California,Chairs,0.2,1.0,43.0,12.0,681.0,0.06
Office Supplies,San Francisco,United States,Becky Castell,Newell,2016-05-19,CA-2014-113530,94109.0,Newell 310,West,Home Office,2016-05-23,Second Class,California,Art,0.0,1.0,1.0,2.0,4.0,0.25
Office Supplies,San Francisco,United States,Becky Castell,Newell,2016-05-19,CA-2014-113530,94109.0,Newell 314,West,Home Office,2016-05-21,Second Class,California,Art,0.0,1.0,1.0,1.0,6.0,0.17
Technology,San Francisco,United States,Becky Castell,SanDisk,2016-05-19,CA-2014-113530,94109.0,SanDisk Cruzer 64 GB USB Flash Drive,West,Home Office,2016-05-21,Second Class,California,Accessories,0.0,1.0,11.0,1.0,36.0,0.31
Office Supplies,Atlanta,United States,John Castell,TOPS,2016-05-19,US-2014-120607,30318.0,Tops White Computer Printout Paper,South,Consumer,2016-05-21,Same Day,Georgia,Paper,0.0,1.0,92.0,4.0,196.0,0.47
Office Supplies,Rockford,United States,Patrick Jones,Things To Do,2016-05-19,US-2014-108700,61107.0,Things To Do Today Spiral Book,Central,Corporate,2016-05-21,Standard Class,Illinois,Paper,0.2,1.0,14.0,6.0,38.0,0.37
Technology,Plano,United States,Jason Fortune,Jabra,2016-05-19,CA-2014-122077,75023.0,Jabra Supreme Plus Driver Edition Headset,Central,Consumer,2016-05-19,Standard Class,Texas,Phones,0.2,1.0,10.0,1.0,96.0,0.1
Office Supplies,Plano,United States,Jason Fortune,Avery,2016-05-19,CA-2014-122077,75023.0,Avery 491,Central,Consumer,2016-05-23,Standard Class,Texas,Labels,0.2,1.0,4.0,4.0,13.0,0.31
Furniture,Knoxville,United States,Adam Hart,Office Star,2016-05-19,CA-2014-145702,37918.0,Office Star - Mesh Screen back chair with Vinyl seat,South,Corporate,2016-05-25,Second Class,Tennessee,Chairs,0.2,1.0,-35.0,3.0,314.0,-0.11
Office Supplies,Knoxville,United States,Adam Hart,Xerox,2016-05-19,CA-2014-145702,37918.0,Xerox 1949,South,Corporate,2016-05-25,Second Class,Tennessee,Paper,0.2,1.0,10.0,7.0,28.0,0.36
Office Supplies,San Jose,United States,Sue Ann Reed,GBC,2016-05-19,US-2014-147998,95123.0,GBC Twin Loop Wire Binding Elements,West,Consumer,2016-05-24,Standard Class,California,Binders,0.2,1.0,50.0,5.0,133.0,0.38
Office Supplies,Huntsville,United States,Neil Ducich,Wilson Jones,2016-05-19,CA-2014-127803,35810.0,Wilson Jones Four-Pocket Poly Binders,South,Corporate,2016-05-24,Standard Class,Alabama,Binders,0.0,1.0,13.0,4.0,26.0,0.5
Office Supplies,Fargo,United States,Nat Carroll,Boston,2016-05-19,CA-2014-111332,58103.0,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,Central,Consumer,2016-05-24,Second Class,North Dakota,Art,0.0,1.0,36.0,3.0,132.0,0.27
Office Supplies,Fargo,United States,Nat Carroll,BIC,2016-05-20,CA-2014-111332,58103.0,"BIC Brite Liner Highlighters, Chisel Tip",Central,Consumer,2016-05-23,Second Class,North Dakota,Art,0.0,1.0,8.0,4.0,26.0,0.31
Office Supplies,Fargo,United States,Nat Carroll,Fellowes,2016-05-20,CA-2014-111332,58103.0,Fellowes High-Stak Drawer Files,Central,Consumer,2016-05-22,Second Class,North Dakota,Storage,0.0,1.0,162.0,4.0,705.0,0.23
Office Supplies,Fargo,United States,Nat Carroll,Other,2016-05-20,CA-2014-111332,58103.0,Staples,Central,Consumer,2016-05-22,Second Class,North Dakota,Fasteners,0.0,1.0,3.0,3.0,7.0,0.43
Office Supplies,Fargo,United States,Nat Carroll,Binney & Smith,2016-05-20,CA-2014-111332,58103.0,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",Central,Consumer,2016-05-22,Second Class,North Dakota,Art,0.0,1.0,7.0,10.0,22.0,0.32
Furniture,Lakewood,United States,Chuck Clark,Global,2016-05-20,CA-2014-166695,90712.0,"Global Geo Office Task Chair, Gray",West,Home Office,2016-05-22,Standard Class,California,Chairs,0.2,1.0,-97.0,8.0,518.0,-0.19
Furniture,Lakewood,United States,Chuck Clark,G. E.,2016-05-20,CA-2014-166695,90712.0,G.E. Halogen Desk Lamp Bulbs,West,Home Office,2016-05-22,Standard Class,California,Furnishings,0.0,1.0,3.0,1.0,7.0,0.43
Technology,Lakewood,United States,Chuck Clark,Okidata,2016-05-20,CA-2014-166695,90712.0,Okidata B400 Printer,West,Home Office,2016-05-24,Standard Class,California,Machines,0.2,1.0,39.0,1.0,343.0,0.11
Office Supplies,Trenton,United States,Allen Rosenblatt,Other,2016-05-20,CA-2014-149468,48183.0,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",Central,Corporate,2016-05-24,Same Day,Michigan,Binders,0.0,1.0,20.0,2.0,41.0,0.49
Office Supplies,Las Vegas,United States,Rick Duston,Wilson Jones,2016-05-20,US-2014-166688,89115.0,Wilson Jones Impact Binders,West,Consumer,2016-05-24,Standard Class,Nevada,Binders,0.2,1.0,3.0,2.0,8.0,0.38
Technology,Las Vegas,United States,Rick Duston,Motorola,2016-05-20,US-2014-166688,89115.0,Motorola L703CM,West,Consumer,2016-05-20,Standard Class,Nevada,Phones,0.2,1.0,70.0,9.0,1123.0,0.06
Office Supplies,Las Vegas,United States,Rick Duston,Fellowes,2016-05-20,US-2014-166688,89115.0,Fellowes Basic Home/Office Series Surge Protectors,West,Consumer,2016-05-26,Standard Class,Nevada,Appliances,0.0,1.0,19.0,5.0,65.0,0.29
Office Supplies,Auburn,United States,John Grady,Bulldog,2016-05-21,CA-2014-167899,13021.0,Bulldog Table or Wall-Mount Pencil Sharpener,East,Corporate,2016-05-26,Standard Class,New York,Art,0.0,1.0,5.0,3.0,18.0,0.28
Furniture,Chicago,United States,Laurel Elliston,Other,2016-05-21,US-2014-150595,60653.0,High-Back Leather Manager's Chair,Central,Consumer,2016-05-26,Standard Class,Illinois,Chairs,0.3,1.0,-55.0,2.0,182.0,-0.3
Office Supplies,Chicago,United States,Laurel Elliston,Avery,2016-05-22,US-2014-150595,60653.0,"Avery Durable Slant Ring Binders, No Labels",Central,Consumer,2016-05-26,Standard Class,Illinois,Binders,0.8,1.0,-3.0,2.0,2.0,-1.5
Office Supplies,Chicago,United States,Unknown Customer,Acme,2016-05-22,US-2014-150595,60653.0,Acme Forged Steel Scissors with Black Enamel Handles,Central,Consumer,2016-05-26,Standard Class,Illinois,Supplies,0.2,1.0,3.0,3.0,22.0,0.14
Technology,Los Angeles,United States,Eric Hoffmann,Maxell,2016-05-22,CA-2014-153080,90008.0,"Maxell 74 Minute CDR, 10/Pack",West,Consumer,2016-05-26,Second Class,California,Accessories,0.0,1.0,25.0,7.0,68.0,0.37
Office Supplies,Los Angeles,United States,Rob Lucas,Sanford,2016-05-22,US-2014-151127,90049.0,SANFORD Major Accent Highlighters,West,Consumer,2016-05-26,First Class,California,Art,0.0,1.0,19.0,7.0,50.0,0.38
Office Supplies,San Francisco,United States,Vicky Freymann,Newell,2016-05-22,CA-2014-130106,94109.0,Newell 333,West,Home Office,2016-05-25,Standard Class,California,Art,0.0,1.0,1.0,1.0,3.0,0.33
Furniture,Los Angeles,United States,Vivek Sundaresam,Lesro,2016-05-22,CA-2014-167003,90036.0,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",West,Consumer,2016-05-26,Standard Class,California,Tables,0.2,1.0,-6.0,3.0,171.0,-0.04
Office Supplies,Houston,United States,Ken Lonsdale,OIC,2016-05-23,CA-2014-164042,77095.0,OIC Thumb-Tacks,Central,Consumer,2016-05-26,Standard Class,Texas,Fasteners,0.2,1.0,1.0,2.0,2.0,0.5
Office Supplies,Houston,United States,Ken Lonsdale,Acco,2016-05-23,CA-2014-164042,77095.0,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,Central,Consumer,2016-05-29,Standard Class,Texas,Appliances,0.8,1.0,-47.0,5.0,18.0,-2.61
Office Supplies,Houston,United States,Ken Lonsdale,Tennsco,2016-05-23,CA-2014-164042,77095.0,Tennsco Commercial Shelving,Central,Consumer,2016-05-27,Standard Class,Texas,Storage,0.2,1.0,-12.0,3.0,49.0,-0.24
Office Supplies,Houston,United States,Unknown Customer,Storex,2016-05-23,CA-2014-164042,77095.0,Storex Dura Pro Binders,Central,Consumer,2016-05-27,Standard Class,Texas,Binders,0.8,1.0,-2.0,1.0,1.0,-2.0
Office Supplies,Columbus,United States,Mick Hernandez,Other,2016-05-23,CA-2014-161088,31907.0,Recycled Easel Ring Binders,South,Home Office,2016-05-27,Standard Class,Georgia,Binders,0.0,1.0,13.0,2.0,30.0,0.43
Office Supplies,New York City,United States,Trudy Brown,GBC,2016-05-25,CA-2014-120138,10009.0,GBC DocuBind P100 Manual Binding Machine,East,Consumer,2016-05-27,Same Day,New York,Binders,0.2,1.0,207.0,5.0,664.0,0.31
Technology,New York City,United States,Trudy Brown,Imation,2016-05-25,CA-2014-120138,10009.0,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,East,Consumer,2016-05-29,Same Day,New York,Accessories,0.0,1.0,13.0,8.0,120.0,0.11
Office Supplies,New York City,United States,Trudy Brown,Acco,2016-05-25,CA-2014-120138,10009.0,Acco Hot Clips Clips to Go,East,Consumer,2016-05-25,Same Day,New York,Fasteners,0.0,1.0,1.0,1.0,3.0,0.33
Furniture,New York City,United States,Trudy Brown,Eldon,2016-05-25,CA-2014-120138,10009.0,Eldon 200 Class Desk Accessories,East,Consumer,2016-05-25,Same Day,New York,Furnishings,0.0,1.0,6.0,3.0,19.0,0.32
Office Supplies,Houston,United States,Jeremy Lonsdale,Iris,2016-05-25,CA-2014-112473,77070.0,"Iris 3-Drawer Stacking Bin, Black",Central,Consumer,2016-05-25,Standard Class,Texas,Storage,0.2,1.0,-11.0,3.0,50.0,-0.22
Office Supplies,Louisville,United States,Kimberly Carter,Martin-Yale,2016-05-26,CA-2014-123687,40214.0,Martin-Yale Premier Letter Opener,South,Corporate,2016-06-01,First Class,Kentucky,Supplies,0.0,1.0,1.0,2.0,26.0,0.04
Technology,Harrisonburg,United States,Unknown Customer,Verbatim,2016-05-26,CA-2014-152968,22801.0,"Verbatim Slim CD and DVD Storage Cases, 50/Pack",South,Consumer,2016-05-29,Standard Class,Virginia,Accessories,0.0,1.0,7.0,2.0,23.0,0.3
Office Supplies,Oceanside,United States,Carlos Daly,Xerox,2016-05-26,CA-2014-107853,92054.0,Xerox 201,West,Consumer,2016-05-29,Standard Class,California,Paper,0.0,1.0,6.0,2.0,13.0,0.46
Office Supplies,Louisville,United States,Dianna Wilson,Other,2016-05-26,US-2014-132297,40214.0,Binding Machine Supplies,South,Home Office,2016-05-30,Standard Class,Kentucky,Binders,0.0,1.0,28.0,2.0,58.0,0.48
Technology,Louisville,United States,Dianna Wilson,Other,2016-05-27,US-2014-132297,40214.0,Google Nexus 5,South,Home Office,2016-05-31,Standard Class,Kentucky,Phones,0.0,1.0,135.0,3.0,540.0,0.25
Office Supplies,Memphis,United States,Eric Hoffmann,Xerox,2016-05-27,CA-2014-160458,38109.0,Xerox 2,South,Consumer,2016-06-02,Second Class,Tennessee,Paper,0.2,1.0,9.0,5.0,26.0,0.35
Technology,Seattle,United States,Roy Phan,Logitech,2016-05-27,CA-2014-134152,98103.0,Logitech Desktop MK120 Mouse and keyboard Combo,West,Corporate,2016-06-02,Standard Class,Washington,Accessories,0.0,1.0,10.0,6.0,98.0,0.1
Office Supplies,Seattle,United States,Unknown Customer,Staples in misc. colors,2016-05-27,CA-2014-134152,98103.0,Staples in misc. colors,West,Corporate,2016-05-29,Standard Class,Washington,Art,0.0,1.0,8.0,3.0,31.0,0.26
Furniture,Pocatello,United States,James Galang,Eldon,2016-05-27,US-2014-116897,83201.0,"Eldon 400 Class Desk Accessories, Black Carbon",West,Consumer,2016-05-31,First Class,Idaho,Furnishings,0.0,1.0,15.0,4.0,35.0,0.43
Office Supplies,Pocatello,United States,Unknown Customer,Fellowes,2016-05-27,US-2014-116897,83201.0,Fellowes Stor/Drawer Steel Plus Storage Drawers,West,Consumer,2016-05-31,First Class,Idaho,Storage,0.0,1.0,29.0,5.0,477.0,0.06
Technology,Pocatello,United States,James Galang,Nokia,2016-05-27,US-2014-116897,83201.0,Nokia Lumia 925,West,Consumer,2016-05-29,First Class,Idaho,Phones,0.2,1.0,23.0,3.0,302.0,0.08
Technology,Greensboro,United States,Bart Watters,Sony,2016-05-27,CA-2014-151855,27405.0,Sony 8GB Class 10 Micro SDHC R40 Memory Card,South,Corporate,2016-05-29,Standard Class,North Carolina,Accessories,0.2,1.0,0.0,3.0,27.0,0.0
Office Supplies,Greensboro,United States,Bart Watters,Fellowes,2016-05-27,CA-2014-151855,27405.0,"Fellowes Twister Kit, Gray/Clear, 3/pkg",South,Corporate,2016-06-03,Standard Class,North Carolina,Binders,0.7,1.0,-10.0,5.0,12.0,-0.83
Furniture,Columbia,United States,Patrick Odonnell,Novimex,2016-05-27,CA-2014-140088,29203.0,Novimex Swivel Fabric Task Chair,South,Consumer,2016-06-03,Second Class,South Carolina,Chairs,0.0,1.0,33.0,2.0,302.0,0.11
